Feature,Coefficient,Std_Error,t_value,p_value
Budget (USD) Inflated,0.26810588388578893,0.03547430002718808,7.557749798595271,7.34673441183668e-14
Runtime (Minutes),0.08694770473682704,0.03372254728490451,2.578325534018841,0.010028708863092943
Audience Score,-0.22678898349501786,0.036347802783020924,-6.23941383331587,5.795943421923731e-10
Critics Score,0.0737804937099114,0.03512662015232241,2.1004153940792216,0.03586954430105783
Comedy,-0.23309746581075919,0.061436133014613106,-3.7941428663049965,0.00015442618091903332
Thriller,0.1970935356858774,0.06738110082265927,2.9250566298198226,0.003499008147207104
Action,0.16945397665860853,0.0704907615176965,2.4039175206820205,0.016348804883792513
Adventure,0.30339671423977327,0.07590335228500084,3.9971451208186903,6.742761015340725e-05
Animation,0.5350999183696974,0.14835146971196703,3.606974163509299,0.0003206027973722597
Sports,-0.48853975861979193,0.15708250960246162,-3.1100837378787083,0.0019078171320920697
Rating: PG,-0.2554613914399467,0.11456152619122827,-2.2299056230581784,0.025910637545448045
Month: December,0.38429214233671394,0.11865675551025524,3.2386874281549054,0.001228773351959774
Month: November,0.3500956654100357,0.11523156502994505,3.038192402568314,0.0024237635940542977
Month: October,0.25835681903129115,0.10966349145546929,2.3559054668271373,0.018613879840796956
Emotion: Disgust,0.23868199163322357,0.10504456304397591,2.272197481875398,0.023224621351212397
Emotion: Surprise,-0.36285747945731295,0.15114561099786328,-2.4007146291693684,0.016491988565757735
