Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Ghostbusters ,1984,English,United States,Comedy,"$30,000,000 (worldwide box office is 9.9 times production budget)",107 minutes,PG,"$242,604,185","$52,978,295","$295,582,480"
Toy Story ,1995,English,United States,Adventure,"$30,000,000 (worldwide box office is 12.2 times production budget)",80 minutes,G,"$192,523,233","$172,747,718","$365,270,951"
Crazy Rich Asians ,2018,English,United States,Romantic Comedy,"$30,000,000 (worldwide box office is 7.9 times production budget)",120 minutes,"PG-13 for some suggestive content and language.(Rating bulletin 2502 (Cert #51326), 11/15/2017)","$174,532,921","$63,281,228","$237,814,149"
Chicago ,2002,English,United States,Musical,"$30,000,000 (worldwide box office is 10.2 times production budget)",113 minutes,"PG-13 for sexual content and dialogue, violence and thematic elements","$170,687,518","$136,083,027","$306,770,545"
Big Daddy ,1999,English,United States,Comedy,"$30,000,000 (worldwide box office is 7.6 times production budget)",95 minutes,PG-13 for language and some crude humor.,"$163,479,795","$65,161,488","$228,641,283"
La La Land ,2016,English,United States,Musical,"$30,000,000 (worldwide box office is 16.9 times production budget)",128 minutes,"PG-13 for some language.(Rating bulletin 2436 (Cert #50363), 8/3/2016)","$151,101,803","$355,753,881","$506,855,684"
American Pie 2 ,2001,English,United States,Comedy,"$30,000,000 (worldwide box office is 9.6 times production budget)",110 minutes,"R for strong sexual content, crude humor, language and drinking","$145,096,820","$141,403,180","$286,500,000"
The Vow ,2012,English,United States,Drama,"$30,000,000 (worldwide box office is 6.6 times production budget)",104 minutes,"PG-13 for an accident scene, sexual content, partial nudity and some language.(Rating bulletin 2192, 10/5/2011)","$125,014,030","$72,604,130","$197,618,160"
Speed ,1994,English,United States,Action,"$30,000,000 (worldwide box office is 9.4 times production budget)",115 minutes,R for violence and language,"$121,248,145","$161,951,855","$283,200,000"
The Hunt for Red October ,1990,English,United States,Thriller/Suspense,"$30,000,000 (worldwide box office is 6.7 times production budget)",134 minutes,PG,"$120,709,866","$79,790,134","$200,500,000"
Lee Daniels' The Butler ,2013,English,United States,Drama,"$30,000,000 (worldwide box office is 5.9 times production budget)",132 minutes,"PG-13 for some violence and disturbing images, language, sexual material, thematic elements and smoking.(Rating bulletin 2283, 7/31/2013)","$116,632,095","$60,393,403","$177,025,498"
Remember the Titans ,2000,English,United States,Drama,"$30,000,000 (worldwide box office is 4.6 times production budget)",113 minutes,PG for thematic elements and some language,"$115,719,751","$21,051,932","$136,771,683"
District 9 ,2009,"English, Nyanja","New Zealand, South Africa, United States",Thriller/Suspense,"$30,000,000 (worldwide box office is 7.1 times production budget)",111 minutes,R for bloody violence and pervasive language,"$115,646,235","$96,807,196","$212,453,431"
Dodgeball: A True Underdog Story ,2004,English,United States,Comedy,"$30,000,000 (worldwide box office is 5.6 times production budget)",92 minutes,"PG-13 for rude and sexual humor, and language.","$114,326,736","$53,464,968","$167,791,704"
The Addams Family ,1991,English,United States,Comedy,"$30,000,000 (worldwide box office is 6.4 times production budget)",99 minutes,PG-13,"$113,502,246","$77,999,997","$191,502,243"
Ace Ventura: When Nature Calls ,1995,English,United States,Comedy,"$30,000,000 (worldwide box office is 7.1 times production budget)",94 minutes,PG-13 for crude humor,"$108,360,063","$104,039,937","$212,400,000"
The Princess Diaries ,2001,English,United States,Comedy,"$30,000,000 (worldwide box office is 5.5 times production budget)",115 minutes,G,"$108,244,774","$57,090,000","$165,334,774"
Analyze This ,1999,English,United States,Comedy,"$30,000,000 (worldwide box office is 5.9 times production budget)",111 minutes,"R for language, a scene of sexuality and some violence.","$106,885,658","$70,000,000","$176,885,658"
