Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
New in Town ,2009,English,United States,Romantic Comedy,"$8,000,000 (worldwide box office is 3.7 times production budget)",96 minutes,PG for language and some suggestive material (rerated from PG-13),"$16,734,283","$13,203,626","$29,937,909"
Begin Again ,2014,English,United States,Drama,"$8,000,000 (worldwide box office is 8.5 times production budget)",101 minutes,"R for language.(Rating bulletin 2293, 10/9/2013)","$16,170,632","$51,561,164","$67,731,796"
American Psycho ,2000,English,United States,Black Comedy,"$8,000,000 (worldwide box office is 4.3 times production budget)",101 minutes,"R for strong violence, sexuality, drug use and language.","$15,070,285","$19,200,000","$34,270,285"
See No Evil ,2006,English,United States,Horror,"$8,000,000 (worldwide box office is 2.4 times production budget)",,"R for strong gruesome violence and gore throughout, language, sexual content and some drug use.","$15,032,800","$3,795,236","$18,828,036"
The Good Girl ,2002,English,"Germany, Netherlands, United States",Drama,"$8,000,000 (worldwide box office is 2.1 times production budget)",93 minutes,"R for sexuality, some language and drug content","$14,018,296","$2,567,207","$16,585,503"
"Bon Cop, Bad Cop ",2006,,,Comedy,"$8,000,000 (worldwide box office is 1.6 times production budget)",,Not Rated,"$12,671,300","$69,405","$12,740,705"
The Boondock Saints 2: All Saints Day ,2009,English,United States,Action,"$8,000,000 (worldwide box office is 1.3 times production budget)",90 minutes,"R for bloody violence, language and some nudity","$10,273,187","$356,133","$10,629,320"
Prom ,2011,English,United States,Comedy,"$8,000,000 (worldwide box office is 1.3 times production budget)",103 minutes,"PG for mild language and a brief fight.(Rating bulletin 2158, 2/9/2011)","$10,130,219","$632,964","$10,763,183"
The Inkwell ,1994,,United States,Comedy,"$8,000,000 (worldwide box office is 1.1 times production budget)",110 minutes,R for language,"$8,864,699",,
Shadow of the Vampire ,2000,,United Kingdom,Horror,"$8,000,000 (worldwide box office is 1.0 times production budget)",92 minutes,"R for some sexuality, drug content, violence and language","$8,279,017",,
Me and Earl and the Dying Girl ,2015,English,United States,Drama,"$8,000,000 (worldwide box office is 1.2 times production budget)",105 minutes,"PG-13 for sexual content, drug material, language and some thematic elements.(Rating bulletin 2366, 3/25/2015)","$6,758,416","$2,507,764","$9,266,180"
It's Kind of a Funny Story ,2010,English,United States,Comedy,"$8,000,000 (worldwide box office is 0.8 times production budget)",100 minutes,"PG-13 for mature thematic issues, sexual content, drug material and language(Rating bulletin 2121, 5/19/2010)","$6,363,628","$269,322","$6,632,950"
Under Fire ,1983,,United States,Drama,"$8,000,000 (worldwide box office is 0.7 times production budget)",128 minutes,,"$5,696,391",,
