Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Echo Boomers ,2020,English,United States,Action,"$2,500,000 (worldwide box office is 0.8 times production budget)",94 minutes,"R for drug use and pervasive language.(Rating bulletin 2646 (Cert #52810), 9/9/2020)",n/a,"$2,003,433","$2,003,433"
The Calling ,2009,,,,"$2,500,000",,,n/a,,
Alien Uprising ,2013,English,United States,Action,"$2,500,000",101 minutes,"R for violence, pervasive language and some sexual content.(Rating bulletin 2275, 6/5/2013)",n/a,,
Christmas Mail ,2010,English,United States,,"$2,500,000",,,n/a,,
Stung ,2015,English,"Germany, United States",Black Comedy,"$2,500,000",90 minutes,Not Rated,n/a,,
Sky Sharks ,2017,English,Germany,Black Comedy,"$2,500,000",104 minutes,,n/a,,
8 Days ,2015,English,United States,Drama,"$2,500,000",93 minutes,"PG-13 for mature disturbing thematic material involving sex trafficking, violence/menace, and drug content.(Rating bulletin 2392, 9/23/2015)",n/a,,
Antibirth ,2016,English,Canada,Horror,"$2,500,000",95 minutes,Not Rated,n/a,,
The Rise of the Krays ,2016,English,United Kingdom,Drama,"$2,500,000",110 minutes,"R for brutal bloody violence throughout, language and some sexuality/nudity.(Rating bulletin 2399 (Cert #50141), 11/11/2015)",n/a,,
Not Safe For Work ,2020,English,United States,Thriller/Suspense,"$2,500,000",74 minutes,Not Rated,n/a,,
Malcolm & Marie ,2021,English,United States,Drama,"$2,500,000",106 minutes,"R for pervasive language, and sexual content.(Rating bulletin 2659 (cert #52942), 12/9/2020)",n/a,,
Go For It! ,2011,"English, Spanish",United States,Drama,"$2,450,000 (worldwide box office is 0.1 times production budget)",106 minutes,"PG-13 for sexual content, language, brief violence and drug material.(Rating bulletin 2165, 3/30/2011)","$180,237","$2,121","$182,358"
My Animal ,2023,English,Canada,Horror,"$2,440,000",103 minutes,"R for language throughout, sexual content, nudity, some drug use and violence.(Rating bulletin 2794 (cert #54168), 8/2/2023)",n/a,,
Get on the Bus ,1996,,,Drama,"$2,400,000 (worldwide box office is 2.4 times production budget)",120 minutes,R for language,"$5,691,854",,
Thr3e ,2007,English,United States,Thriller/Suspense,"$2,400,000 (worldwide box office is 0.6 times production budget)",105 minutes,"PG-13 for violence, disturbing images and terror.","$1,008,849","$411,569","$1,420,418"
