Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Team America: World Police ,2004,English,United States,Comedy,"$20,000,000 (worldwide box office is 2.5 times production budget)",98 minutes,"R for graphic, crude, sexual humor; violent images and strong language all involving puppets","$32,774,834","$18,173,977","$50,948,811"
Copycat ,1995,,,Thriller/Suspense,"$20,000,000 (worldwide box office is 1.6 times production budget)",,R for violence and language,"$32,051,917",,
Scary Movie V ,2013,English,United States,Comedy,"$20,000,000 (worldwide box office is 3.9 times production budget)",86 minutes,"PG-13 for crude and sexual content throughout, language, some drug material, partial nudity, comic violence and gore.(Rating bulletin 2265, 3/27/2013)","$32,015,787","$46,598,194","$78,613,981"
She's Out of My League ,2010,English,United States,Romantic Comedy,"$20,000,000 (worldwide box office is 2.4 times production budget)",105 minutes,R for language and sexual content(Rated 1/1/2010),"$32,010,860","$16,670,117","$48,680,977"
Milk ,2008,English,United States,Drama,"$20,000,000 (worldwide box office is 2.9 times production budget)",128 minutes,"R for language, some sexual content and brief violence.","$31,841,299","$25,452,072","$57,293,371"
Paint Your Wagon ,1969,English,United States,Musical,"$20,000,000 (worldwide box office is 1.6 times production budget)",164 minutes,PG-13 for thematic material. ,"$31,678,778",,
The Debt ,2011,English,United States,Thriller/Suspense,"$20,000,000 (worldwide box office is 2.3 times production budget)",113 minutes,"R for some violence and language(Rating bulletin 2109, 2/24/2010)","$31,177,548","$15,426,506","$46,604,054"
Ghost Ship ,2002,English,"Australia, United States",Horror,"$20,000,000 (worldwide box office is 3.4 times production budget)",90 minutes,"R for strong violence/gore, language and sexuality.","$30,113,491","$38,236,393","$68,349,884"
Daybreakers ,2010,English,"Australia, United States",Horror,"$20,000,000 (worldwide box office is 2.6 times production budget)",98 minutes,"R For strong bloody violence, language and brief nudity","$30,101,577","$21,343,926","$51,445,503"
The Bank Job ,2008,English,United Kingdom,Thriller/Suspense,"$20,000,000 (worldwide box office is 3.3 times production budget)",110 minutes,"R for sexual content, nudity, violence and language","$30,060,660","$36,082,345","$66,143,005"
Wild Things ,1998,English,United States,Thriller/Suspense,"$20,000,000 (worldwide box office is 2.8 times production budget)",108 minutes,"R for strong sexuality, nudity, language and some violence.","$29,795,299","$25,780,911","$55,576,210"
The Stepfather ,2009,English,United States,Thriller/Suspense,"$20,000,000 (worldwide box office is 1.5 times production budget)",101 minutes,"PG-13 for intense sequences of violence, disturbing images, mature thematic material and brief sensuality","$29,062,561","$165,000","$29,227,561"
High Fidelity ,2000,English,United States,Comedy,"$20,000,000 (worldwide box office is 2.4 times production budget)",114 minutes,R for language and some sexuality,"$27,277,055","$20,604,608","$47,881,663"
Stick It ,2006,,United States,Comedy,"$20,000,000 (worldwide box office is 1.5 times production budget)",103 minutes,PG-13 for some crude remarks,"$26,910,736","$3,488,978","$30,399,714"
One Missed Call ,2008,English,United States,Horror,"$20,000,000 (worldwide box office is 2.2 times production budget)",87 minutes,"PG-13 for intense sequences of violence and terror, frightening images, some sexual material and thematic elements","$26,890,041","$17,623,425","$44,513,466"
Eye for an Eye ,1996,,,Drama,"$20,000,000 (worldwide box office is 1.3 times production budget)",101 minutes,R for language and disturbing violence which includes rape,"$26,792,700",,
Street Kings ,2008,English,United States,Thriller/Suspense,"$20,000,000 (worldwide box office is 3.3 times production budget)",107 minutes,R for strong violence and pervasive language.,"$26,418,667","$39,039,144","$65,457,811"
The World’s End ,2013,English,"Japan, United Kingdom, United States",Comedy,"$20,000,000 (worldwide box office is 2.4 times production budget)",109 minutes,"R for pervasive language including sexual references.(Rating bulletin 2274, 5/29/2013)","$26,004,851","$21,119,787","$47,124,638"
From Dusk Till Dawn ,1996,English,United States,Horror,"$20,000,000 (worldwide box office is 1.3 times production budget)",108 minutes,"R for strong violence and gore, language and nudity.","$25,728,961","$7,201","$25,736,162"
You Again ,2010,English,United States,Comedy,"$20,000,000 (worldwide box office is 1.6 times production budget)",105 minutes,"PG for brief mild language and rude behavior(Rating bulletin 2113 (Cert #46026), 3/24/2010)","$25,702,053","$7,136,892","$32,838,945"
Nancy Drew ,2007,English,United States,Adventure,"$20,000,000 (worldwide box office is 1.5 times production budget)",97 minutes,"PG for mild violence, thematic elements and brief language.","$25,584,685","$5,119,160","$30,703,845"
Alpha and Omega ,2010,English,United States,Adventure,"$20,000,000 (worldwide box office is 2.4 times production budget)",88 minutes,"PG for rude humor and some mild action.(Rating bulletin 2133, 8/11/2010)","$25,107,267","$23,851,086","$48,958,353"
On the Basis of Sex ,2018,English,United States,Drama,"$20,000,000 (worldwide box office is 1.9 times production budget)",118 minutes,"PG-13 for some language and suggestive content.(Rating bulletin 2529 (Cert #51616), 5/30/2018)","$24,704,837","$14,076,051","$38,780,888"
Endless Love ,2014,English,United States,Drama,"$20,000,000 (worldwide box office is 1.7 times production budget)",105 minutes,"PG-13 for sexual content, brief partial nudity, some language and teen partying.(Rating bulletin 2307, 1/29/2014)","$23,438,250","$11,279,923","$34,718,173"
