Name,Year,Languages,Countries,Genres,Budget,runtime,rating,domestic_gross,foreign_gross,worldwide_gross
Enter Nowhere ,2012,"English, German",,Thriller/Suspense,"$500,000",89 minutes,"R for language and brief violence.(Rating bulletin 2206, 1/18/2012)",n/a,,
Girls Gone Dead ,2012,,,Horror,"$500,000",,"R for bloody horror violence, sexuality/nudity and language.(Rating bulletin 2226, 6/6/2012)",n/a,,
Insomnia Manica ,2005,English,United States,Thriller/Suspense,"$500,000",,,n/a,,
The Outrageous Sophie Tucker ,2015,English,United States,Documentary,"$500,000",96 minutes,Not Rated,n/a,,
Subconscious ,2015,English,United States,Action,"$500,000",122 minutes,"R for language.(Rating bulletin 2347, 11/4/2014)",n/a,,
Roadside ,2015,English,United States,Thriller/Suspense,"$500,000",,,n/a,,
Diamond Ruff ,2014,English,United States,Action,"$500,000",82 minutes,"R for some language, violence and drug material.(Rating bulletin 2354 (Cert #49553), 12/24/2014)",n/a,,
Love in the Time of Monsters ,2015,English,United States,Black Comedy,"$500,000",,,n/a,,
El rey de Najayo ,2012,Spanish,Dominican Republic,Drama,"$500,000",,"R for violence, language, sexuality/nudity and drug content.(Rating bulletin 2362, 2/25/2015)",n/a,,
Fight to the Finish ,2016,English,United States,Action,"$500,000",94 minutes,"PG-13 for sequences of violence, brief language and thematic elements.(Rating bulletin 2362 (Cert #49670), 2/25/2015)",n/a,,
Bucky and the Squirrels ,2013,English,United States,Adventure,"$500,000",82 minutes,"PG for some language and rude humor.(Rating bulletin 2364, 3/11/2015)",n/a,,
Going Under ,1991,English,United States,Drama,"$500,000",80 minutes,PG,n/a,,
Crossroads ,2015,English,Canada,Action,"$500,000",,Not Rated,n/a,,
Alleluia! The Devil's Carnival ,2015,English,United States,Musical,"$500,000",,Not Rated,n/a,,
Brooklyn Bizarre ,2015,English,"France, United States",Drama,"$500,000",98 minutes,Not Rated,n/a,,
The Sound and the Shadow ,2016,English,United States,Comedy,"$500,000",90 minutes,"R for language.(Rating bulletin 2393 (Cert #50068), 9/30/2015)",n/a,,
Rodeo Girl ,2016,English,United States,Drama,"$500,000",108 minutes,"PG for thematic material and some bad behavior.(Rating bulletin 2397 (Cert #50115), 10/28/2015)",n/a,,
The Little Ponderosa Zoo ,2015,English,United States,Adventure,"$500,000",,,n/a,,
The Cocoanuts ,1929,English,United States,Comedy,"$500,000",96 minutes,,n/a,,
My Dinner with Andre ,1981,English,United States,Comedy,"$475,000 (worldwide box office is 0.0 times production budget)",111 minutes,,"$15,063",,
